OBJECTID,Animal_Id,Animal_Name,Animal_Type,Activity_Number,Intake_Type,Picked_up_Location,Intake_Date,Outcome_Type,Outcome_Date,Animal_Age,Animal_PrimaryColor,Animal_Sex,Outcome_SubType
31287,A646358,LOLA,DOG,,STRAY,FRANKLIN BLVD & FRUITRIDGE RD,2022/08/17 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,4Y,CHOCOLATE,S,NORMAL
31288,A646359,,DOG,,STRAY,S WATT AVE AT FRUITRIDGE RD,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,6M,CREAM,N,AT ACC
31289,A646359,,DOG,A22-489322,STRAY,S WATT AVE AT FRUITRIDGE RD,2022/08/17 07:00:00+00,ADOPTION,2022/08/26 07:00:00+00,6M,CREAM,N,NORMAL
31290,A646392,CAYENNE,CAT,,STRAY,HARIAN WAY & ASHLAND WAY,2022/08/17 07:00:00+00,FOSTER,2022/08/19 07:00:00+00,4M,BRN TABBY,N,UNDERAGE
31291,A646392,CAYENNE,CAT,,FOSTER,,2022/09/09 07:00:00+00,ADOPTION,2022/09/10 07:00:00+00,4M,BRN TABBY,N,PETCO
31292,A646392,CAYENNE,CAT,,RETURN,,2022/10/02 07:00:00+00,ADOPTION,2022/10/02 07:00:00+00,4M,BRN TABBY,N,NORMAL
31293,A646393,POBLANO,CAT,,RETURN,,2022/10/02 07:00:00+00,ADOPTION,2022/10/02 07:00:00+00,4M,BLACK,N,NORMAL
31294,A646393,POBLANO,CAT,,FOSTER,,2022/09/09 07:00:00+00,ADOPTION,2022/09/10 07:00:00+00,4M,BLACK,N,PETCO
31295,A646393,POBLANO,CAT,,STRAY,HARIAN WAY & ASHLAND WAY,2022/08/17 07:00:00+00,FOSTER,2022/08/19 07:00:00+00,4M,BLACK,N,UNDERAGE
31296,A646398,LB,CAT,,STRAY,EMERSON RD & FRUITRIDGE RD,2022/08/17 07:00:00+00,EUTH,2022/08/18 07:00:00+00,,BLACK,N,MD/UNTREAT
31297,A646399,ROCKY,CAT,A22-489086,STRAY,NIMMITZ ST & EMMONS ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4M,BLK TABBY,N,UNDERAGE
31298,A646399,ROCKY,CAT,A22-489086,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/23 07:00:00+00,4M,BLK TABBY,N,NORMAL
31299,A646400,,DOG,,STRAY,HANDEL AND TRUJILLO,2022/08/16 07:00:00+00,,2022/08/17 07:00:00+00,,BLACK,F,
31300,A646401,,DOG,,STRAY,"7474 LA MANCHA WAY, APARTMENT 43",2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,,BLACK,,
31301,A646402,BOO,CAT,A22-489086,STRAY,NIMMITZ ST & EMMONS ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4M,BLK TABBY,S,UNDERAGE
31302,A646402,BOO,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/24 07:00:00+00,4M,BLK TABBY,S,NORMAL
31303,A646403,RAMBO,CAT,A22-489086,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/23 07:00:00+00,4M,BLK TABBY,N,NORMAL
31304,A646403,RAMBO,CAT,A22-489086,STRAY,NIMMITZ ST & EMMONS ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4M,BLK TABBY,N,UNDERAGE
31305,A646404,,CAT,A22-489086,STRAY,NIMMITZ ST & EMMONS ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4M,BLK TABBY,N,UNDERAGE
31306,A646404,,CAT,,FOSTER,,2022/10/05 07:00:00+00,ADOPTION,2022/10/05 07:00:00+00,4M,BLK TABBY,N,FOSTER
31307,A646406,STELLA ARTOIS,CAT,,FOSTER,GATEWAY OAKS DR & OAK HARBOUR DR,2022/09/21 07:00:00+00,FOSTER,2022/09/21 07:00:00+00,15W,TORTIE (DILUTE),S,UNDERAGE
31308,A646406,STELLA ARTOIS,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,15W,TORTIE (DILUTE),S,AT ACC
31309,A646406,STELLA ARTOIS,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,FOSTER,2022/08/17 07:00:00+00,15W,TORTIE (DILUTE),S,UNDERAGE
31310,A646406,STELLA ARTOIS,CAT,,FOSTER,,2022/10/12 07:00:00+00,ADOPTION,2022/10/13 07:00:00+00,15W,TORTIE (DILUTE),S,NORMAL
31311,A646407,SIERRA NEVADA,CAT,,RETURN,,2022/10/09 07:00:00+00,ADOPTION,2022/10/10 07:00:00+00,15W,BRN TABBY,S,NORMAL
31312,A646407,SIERRA NEVADA,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,FOSTER,2022/08/17 07:00:00+00,15W,BRN TABBY,S,UNDERAGE
31313,A646407,SIERRA NEVADA,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,15W,BRN TABBY,S,AT ACC
31314,A646407,SIERRA NEVADA,CAT,,FOSTER,GATEWAY OAKS DR & OAK HARBOUR DR,2022/09/21 07:00:00+00,FOSTER,2022/09/21 07:00:00+00,15W,BRN TABBY,S,UNDERAGE
31315,A646407,SIERRA NEVADA,CAT,,FOSTER,,2022/10/05 07:00:00+00,ADOPTION,2022/10/06 07:00:00+00,15W,BRN TABBY,S,NORMAL
31316,A646408,BUDWEISER,CAT,,FOSTER,,2022/10/07 07:00:00+00,ADOPTION,2022/10/07 07:00:00+00,15W,ORG TABBY,N,FOSTER
31317,A646408,BUDWEISER,CAT,,FOSTER,,2022/09/21 07:00:00+00,FOSTER,2022/09/21 07:00:00+00,15W,ORG TABBY,N,UNDERAGE
31318,A646408,BUDWEISER,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,15W,ORG TABBY,N,AT ACC
31319,A646408,BUDWEISER,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,FOSTER,2022/08/17 07:00:00+00,15W,ORG TABBY,N,UNDERAGE
31320,A646409,MODELO,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,FOSTER,2022/08/17 07:00:00+00,15W,ORG TABBY,N,UNDERAGE
31321,A646409,MODELO,CAT,,STRAY,GATEWAY OAKS DR & OAK HARBOUR DR,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,15W,ORG TABBY,N,AT ACC
31322,A646409,MODELO,CAT,,FOSTER,GATEWAY OAKS DR & OAK HARBOUR DR,2022/09/21 07:00:00+00,FOSTER,2022/09/21 07:00:00+00,15W,ORG TABBY,N,UNDERAGE
31323,A646409,MODELO,CAT,,FOSTER,,2022/10/05 07:00:00+00,ADOPTION,2022/10/06 07:00:00+00,15W,ORG TABBY,N,NORMAL
31324,A646414,COOKIE,DOG,,STRAY,DEL PASO BLVD & NORTGHATE BLVD,2022/08/17 07:00:00+00,ADOPTION,2022/08/26 07:00:00+00,2Y,FAWN,S,NORMAL
31325,A646415,,DOG,,STRAY,DEL PASO BLVD & NORTGHATE BLVD,2022/08/17 07:00:00+00,ADOPTION,2022/08/26 07:00:00+00,6M,TAN,N,NORMAL
31326,A646416,BLUE DURAN,DOG,,STRAY,DRY CREEK RD & MARYSVILLE BLVD,2022/08/17 07:00:00+00,RTO,2022/08/17 07:00:00+00,3Y,WHITE,M,PHONE
31327,A646419,LUNA,CAT,,STRAY,NORWOOD AVE & JESSIE AVE,2022/08/17 07:00:00+00,FOSTER,2022/08/17 07:00:00+00,14W,FLAME PT,S,UNDERAGE
31328,A646419,LUNA,CAT,,FOSTER,,2022/10/13 07:00:00+00,ADOPTION,2022/10/13 07:00:00+00,14W,FLAME PT,S,FOSTER
31329,A646421,THOR,CAT,,FOSTER,,2022/10/11 07:00:00+00,ADOPTION,2022/10/15 07:00:00+00,6M,BLK TABBY,N,NORMAL
31330,A646421,THOR,CAT,,STRAY,14TH AVE & 41ST ST,2022/08/17 07:00:00+00,FOSTER,2022/09/07 07:00:00+00,6M,BLK TABBY,N,MEDICAL
31331,A646422,MAXIMISSUS,DOG,A22-489101,CONFISCATE,TRIBUTE RD & EXPOSITION BLVD,2022/08/17 07:00:00+00,RTO,2022/08/28 07:00:00+00,2Y,BROWN,F,HOMELESS 1
31332,A646422,MAXIMISSUS,DOG,A22-491419,STRAY,TRIBUTE RD & EXPOSTION BLVD,2022/10/04 00:00:00+00,PRIORITY,,2Y,BROWN,F,BEHAVIOR
31333,A646422,MAXIMISSUS,DOG,A22-490329,STRAY,TRIBUTE RD & EXPOSITION BLVD,2022/09/12 07:00:00+00,RTO,2022/09/14 07:00:00+00,2Y,BROWN,F,IMP NOTICE
31334,A646424,EILISH,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/23 07:00:00+00,1Y 3M,LYNX PT,S,NORMAL
31335,A646424,EILISH,CAT,,RETURN,,2022/09/23 07:00:00+00,ADOPTION,2022/09/26 07:00:00+00,1Y 3M,LYNX PT,S,NORMAL
31336,A646424,EILISH,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,1Y 3M,LYNX PT,S,UNDERAGE
31337,A646425,ROGUE,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,N,UNDERAGE
31338,A646425,ROGUE,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/22 07:00:00+00,14W,BLACK,N,NORMAL
31339,A646426,JUSTIN,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/22 07:00:00+00,14W,BLACK,N,NORMAL
31340,A646426,JUSTIN,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,N,UNDERAGE
31341,A646427,TATE,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLK TABBY,N,UNDERAGE
31342,A646427,TATE,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/22 07:00:00+00,14W,BLK TABBY,N,NORMAL
31343,A646428,WILLOW,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/25 07:00:00+00,14W,GRAY TABBY,N,NORMAL
31344,A646428,WILLOW,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,GRAY TABBY,N,UNDERAGE
31345,A646429,STAPLETON,CAT,,STRAY,Q ST & 5TH ST,2022/08/17 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BRN TABBY,S,UNDERAGE
31346,A646429,STAPLETON,CAT,,FOSTER,,2022/09/21 07:00:00+00,ADOPTION,2022/09/24 07:00:00+00,14W,BRN TABBY,S,NORMAL
31347,A646430,REBA,DOG,,STRAY,GARDEN HWY & NATOMAS PARK DR,2022/08/17 07:00:00+00,FOSTER,2022/08/27 07:00:00+00,6Y,BLUE MERLE,F,FOST2ADOPT
31348,A646433,MOWGLI,DOG,,STRAY,MILLET WAY & SMILAX WAY,2022/08/17 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,3Y,GRAY,N,NORMAL
31349,A646434,,CAT,A22-489102,STRAY,53RD AVE & CARNATION AVE,2022/08/17 07:00:00+00,EUTH FIELD,2022/08/17 07:00:00+00,,ORG TABBY,F,PHYS COND
31350,A646435,,DOG,,STRAY,HOGAN DR AND DIEGEL CIR,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,,UNKNOWN,M,
31351,A646437,,DOG,,STRAY,BELLEAU WOOD LN. AND 38TH AVE.,2022/08/17 07:00:00+00,,2022/08/17 07:00:00+00,,UNKNOWN,,
31352,A646439,,CAT,A22-489112,STRAY,REENEL WAY & JANRICK AV,2022/08/17 07:00:00+00,RTF,2022/08/28 07:00:00+00,2Y,CALICO (DILUTE),S,FERAL
31353,A646441,,DOG,A22-489116,STRAY,DEL PASO BLVD & LEA WAY,2022/08/17 07:00:00+00,EUTH VET,2022/08/18 07:00:00+00,,BROWN,M,INJURED
31354,A646442,POPPYSEED,DOG,A22-489117,STRAY,W SILVER EAGLE RD & MOBILE WAY,2022/08/17 07:00:00+00,FOSTER,2022/08/25 07:00:00+00,5M,BLACK,S,SPACE
31355,A646442,POPPYSEED,DOG,,FOSTER,,2022/08/31 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,5M,BLACK,S,NORMAL
31356,A646443,OGRE,DOG,A22-489118,STRAY,NORTHGATE BLVD & RIO TIERRA AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/26 07:00:00+00,6M,BLACK,N,NORMAL
31357,A646451,PENNY,DOG,,STRAY,BRIDGEFORD DR & CHUCKWAGON DR,2022/08/18 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,8M,TAN,S,NORMAL
31358,A646452,NYX,DOG,,STRAY,BRIDGEFORD DR & CHUCKWAGON DR,2022/08/18 07:00:00+00,FOSTER,2022/08/22 07:00:00+00,8M,BLACK,S,SPACE
31359,A646452,NYX,DOG,,FOSTER,,2022/09/01 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,8M,BLACK,S,FOSTER
31360,A646454,,CAT,A22-489086,STRAY,,2022/08/18 07:00:00+00,FOSTER,2022/08/20 07:00:00+00,4M,BLACK,N,UNDERAGE
31361,A646454,,CAT,,FOSTER,,2022/09/16 07:00:00+00,ADOPTION,2022/09/16 07:00:00+00,4M,BLACK,N,FOSTER
31362,A646455,,CAT,,FOSTER,,2022/09/16 07:00:00+00,ADOPTION,2022/09/16 07:00:00+00,4M,BLACK,S,FOSTER
31363,A646455,,CAT,A22-489086,STRAY,,2022/08/18 07:00:00+00,FOSTER,2022/08/20 07:00:00+00,4M,BLACK,S,UNDERAGE
31364,A646456,,DOG,,STRAY,ARDEN IN DEL PASO,2022/08/17 07:00:00+00,,2022/08/18 07:00:00+00,,BLACK,F,
31365,A646457,,CAT,,STRAY,29TH ST AT SILK CT,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,4W,BLK TABBY,M,AT ACC
31366,A646457,,CAT,,STRAY,29TH ST AT SILK CT,2022/08/19 07:00:00+00,EUTH,2022/08/19 07:00:00+00,4W,BLK TABBY,M,PHYS COND
31367,A646458,OWEN,CAT,,STRAY,29TH ST AT SILK CT,2022/08/19 07:00:00+00,FOSTER,2022/08/19 07:00:00+00,15W,GRAY TABBY,N,UNDERAGE
31368,A646458,OWEN,CAT,,STRAY,29TH ST AT SILK CT,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,15W,GRAY TABBY,N,AT ACC
31369,A646458,OWEN,CAT,,FOSTER,29TH ST AT SILK CT,2022/10/07 07:00:00+00,ADOPTION,2022/10/10 07:00:00+00,15W,GRAY TABBY,N,PETCO
31370,A646459,,CAT,,FOSTER,,2022/09/01 07:00:00+00,EUTH,2022/09/01 07:00:00+00,7W,GRAY TABBY,F,PHYS COND
31371,A646459,,CAT,,STRAY,29TH ST AT SILK CT,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,7W,GRAY TABBY,F,AT ACC
31372,A646459,,CAT,,STRAY,29TH ST & SILK CT,2022/08/19 07:00:00+00,FOSTER,2022/08/19 07:00:00+00,7W,GRAY TABBY,F,UNDERAGE
31373,A646461,,CAT,A22-489122,STRAY,25TH AVE AT 34TH ST,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4W,BLACK,M,UNDERAGE
31374,A646462,WHISKEY,CAT,A22-489122,STRAY,25TH AVE AT 34TH ST,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,N,UNDERAGE
31375,A646462,WHISKEY,CAT,,FOSTER,,2022/09/28 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,14W,BLACK,N,NORMAL
31376,A646463,TANGO,CAT,,FOSTER,,2022/09/28 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,14W,BLACK,N,NORMAL
31377,A646463,TANGO,CAT,A22-489122,STRAY,25TH AVE AT 34TH ST,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,N,UNDERAGE
31378,A646464,,CAT,A22-489122,STRAY,25TH AVE AT 34TH ST,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,4W,BLACK,F,UNDERAGE
31379,A646465,FOXTROT,CAT,A22-489122,STRAY,25TH AVE AT 34TH ST,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,S,UNDERAGE
31380,A646465,FOXTROT,CAT,,FOSTER,,2022/09/28 07:00:00+00,ADOPTION,2022/09/30 07:00:00+00,14W,BLACK,S,NORMAL
31381,A646466,MARK,CAT,A22-489135,STRAY,ANDERSON CT AT WAINWRIGHT ST,2022/08/18 07:00:00+00,ADOPTION,2022/09/12 07:00:00+00,10M,BLACK,N,NORMAL
31382,A646468,JANET ,DOG,,STRAY,FRUITRIDGE AND FREEPORT,2022/08/18 07:00:00+00,,2022/08/18 07:00:00+00,,WHITE,M,
31383,A646470,JANET ,DOG,,STRAY,FRUITRIDGE AND FREEPORT,2022/08/18 07:00:00+00,,2022/08/18 07:00:00+00,,WHITE,M,
31384,A646471,,CAT,,STRAY,MAPLEGROVE WAY & TURNSTONE DR,2022/08/18 07:00:00+00,RTF,2022/08/23 07:00:00+00,4Y,WHITE,N,FERAL
31385,A646472,,DOG,,STRAY,TUOLUMNE RD,2022/08/17 07:00:00+00,,2022/08/18 07:00:00+00,,BROWN,F,
31386,A646473,MARIAH,CAT,,STRAY,TRUXEL RD & GATEWAY PARK BLVD,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,TORTIE (DILUTE),S,UNDERAGE
31387,A646474,ARETHA,CAT,,STRAY,TRUXEL RD & GATEWAY PARK BLVD,2022/08/18 07:00:00+00,FOSTER,2022/08/18 07:00:00+00,14W,BLACK,S,UNDERAGE
31388,A646475,NICOLE HARTM,DOG,,STRAY,STATIONERS WAY ,2022/08/18 07:00:00+00,,2022/08/18 07:00:00+00,,BROWN,M,
31389,A646477,PEGASUS,DOG,,STRAY,RANCHO VISTA WAY & MAPLEGROVE WAY,2022/08/18 07:00:00+00,ADOPTION,2022/09/01 07:00:00+00,2Y,WHITE,N,NORMAL
31390,A646477,PEGASUS,DOG,,RETURN,,2022/09/03 07:00:00+00,ADOPTION,2022/10/16 07:00:00+00,2Y,WHITE,N,NORMAL
31391,A646477,PEGASUS,DOG,,RETURN,,2022/10/17 07:00:00+00,ADOPTION,2022/10/30 07:00:00+00,2Y,WHITE,N,NORMAL
31392,A646478,MARYLAND,CAT,A22-487228,STRAY,MARTIN LUTHER KING BLVD 39TH ALY AT 7TH AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/22 07:00:00+00,6M,BRN TABBY,S,NORMAL
31393,A646479,MISSISSIPPI,CAT,A22-487228,STRAY,MARTIN LUTHER KING BLVD 39TH ALY AT 7TH AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/22 07:00:00+00,6M,BRN TABBY,N,NORMAL
31394,A646480,MINNESOTA,CAT,A22-487228,STRAY,MARTIN LUTHER KING BLVD 39TH ALY AT 7TH AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/22 07:00:00+00,6M,BRN TABBY,N,NORMAL
31395,A646481,CLEO,DOG,,STRAY,SMOKEY LEAF CT AT LONE LEAF DR,2022/08/18 00:00:00+00,,,,WHITE,F,
31396,A646482,,DOG,,STRAY,MEADOW WOOD CIR & LOMA VERDE WAY,2022/08/18 07:00:00+00,EUTH,2022/08/26 07:00:00+00,10Y,SABLE,F,MD/UNTREAT
31397,A646483,DON HUNT,DOG,,STRAY,5564 HEDGE AVE,2022/08/17 07:00:00+00,,2022/08/18 07:00:00+00,,WHITE,F,
31398,A646485,RADAR,DOG,,STRAY,24TH AVE & DEEBLE ST,2022/08/19 07:00:00+00,,2022/08/19 07:00:00+00,5Y,BLACK,N,AT ACC
31399,A646485,RADAR,DOG,,STRAY,24TH AVE & DEEBLE ST,2022/08/19 07:00:00+00,FOSTER,2022/08/23 07:00:00+00,5Y,BLACK,N,SPACE
31400,A646485,RADAR,DOG,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/22 07:00:00+00,5Y,BLACK,N,FOSTER
31401,A646485,RADAR,DOG,,FOSTER,,2022/09/12 07:00:00+00,ADOPTION,2022/09/12 07:00:00+00,5Y,BLACK,N,FOSTER
31402,A646485,RADAR,DOG,,RETURN,,2022/09/21 07:00:00+00,FOSTER,2022/09/22 07:00:00+00,5Y,BLACK,N,SPACE
31403,A646486,COCO,DOG,,STRAY,NOTRE DAME DR & CITADEL WY,2022/08/18 07:00:00+00,RTO,2022/08/19 07:00:00+00,11Y,RED,N,WEBSITE
31404,A646489,ZIGGY,CAT,,STRAY,S LAND PARK DR AT 43RD AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/27 07:00:00+00,1Y 3M,BLACK,S,NORMAL
31405,A646490,AARON,CAT,,STRAY,S LAND PARK DR AT 43RD AVE,2022/08/18 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,5M,BLACK,N,UNDERAGE
31406,A646490,AARON,CAT,,FOSTER,,2022/09/22 07:00:00+00,ADOPTION,2022/09/24 07:00:00+00,5M,BLACK,N,NORMAL
31407,A646490,AARON,CAT,,RETURN,,2022/10/07 07:00:00+00,ADOPTION,2022/10/08 07:00:00+00,5M,BLACK,N,NORMAL
31408,A646491,LILAC,CAT,,STRAY,S LAND PARK DR AT 43RD AVE,2022/08/18 07:00:00+00,ADOPTION,2022/08/27 07:00:00+00,1Y 3M,CALICO,S,NORMAL
31409,A646495,KERMIT,CAT,,STRAY,NATOMA ST & INDIANA AVE,2022/08/19 07:00:00+00,,2022/08/19 07:00:00+00,3D,ORG TABBY,M,AT ACC
31410,A646495,KERMIT,CAT,,STRAY,NATOMA ST & INDIANA AVE,2022/08/19 07:00:00+00,FOSTER,2022/08/19 07:00:00+00,3D,ORG TABBY,M,BOTTLE BAB
31411,A646496,HANK,DOG,A22-489146,STRAY,GLOSTER WAY & ENDEAVOR WAY,2022/08/18 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,1Y 3M,BLACK,N,NORMAL
31412,A646496,HANK,DOG,,RETURN,,2022/09/01 07:00:00+00,FOSTER,2022/09/03 07:00:00+00,1Y 3M,BLACK,N,FOST2ADOPT
31413,A646496,HANK,DOG,,FOSTER,,2022/09/04 07:00:00+00,ADOPTION,2022/10/05 07:00:00+00,1Y 3M,BLACK,N,NORMAL
31414,A646496,HANK,DOG,,RETURN,,2022/10/13 00:00:00+00,,,1Y 3M,BLACK,N,
31415,A646500,BUTTONS,DOG,A22-489151,STRAY,MONARCH AVE & 19TH ST,2022/08/18 07:00:00+00,ADOPTION,2022/08/31 07:00:00+00,4Y,FAWN,N,SPECIAL
31416,A646501,,DOG,,STRAY,GRAND N MARYSVILLE ,2022/08/18 07:00:00+00,,2022/08/18 07:00:00+00,,BROWN,M,
31417,A646502,,DOG,,STRAY,SAINT JAMES DRIVE AND SCHUYLER,2022/08/18 07:00:00+00,,2022/08/18 07:00:00+00,,UNKNOWN,F,
31418,A646504,HENRI,DOG,A22-489155,STRAY,ARDEN WAY & CANTERBURY RD,2022/08/18 07:00:00+00,FOSTER,2022/08/26 07:00:00+00,6M,TAN,M,MEDICAL
31419,A646504,HENRI,DOG,,FOSTER,,2022/09/03 07:00:00+00,TRANSFER,2022/09/03 07:00:00+00,6M,TAN,M,RESCUE GRP
31420,A646507,,DOG,A22-489158,STRAY,NORTHGATE BLVD & GARDEN HWY,2022/08/19 07:00:00+00,EUTH VET,2022/08/19 07:00:00+00,,BROWN,F,INJURED
31421,A646508,NO NAME ID,DOG,,STRAY,"NEAR CERES, CA... NO EXACT LOCATION FROM ORIGINAL FINDER",2022/08/15 00:00:00+00,,,,UNKNOWN,F,
31422,A646515,WOODCHIP,DOG,,STRAY,GRAND AVE & DRY CREEK RD,2022/08/19 07:00:00+00,,2022/08/19 07:00:00+00,9M,WHITE,N,AT ACC
31423,A646515,WOODCHIP,DOG,A22-489171,STRAY,GRAND AVE & DRY CREEK RD,2022/08/19 07:00:00+00,FOSTER,2022/08/24 07:00:00+00,9M,WHITE,N,SPACE
31424,A646515,WOODCHIP,DOG,,FOSTER,,2022/09/19 07:00:00+00,ADOPTION,2022/09/19 07:00:00+00,9M,WHITE,N,FOSTER
31425,A646516,,CAT,,STRAY,FRONT STREET OLD SACRAMENTO,2022/08/19 07:00:00+00,,2022/08/19 07:00:00+00,,UNKNOWN,,
31426,A646517,STEFON,CAT,,STRAY,,2022/08/19 07:00:00+00,ADOPTION,2022/09/11 07:00:00+00,6M,ORG TABBY,N,NORMAL
31427,A646519,REX,DOG,,STRAY,GRAND AVE & IVY ST,2022/08/19 07:00:00+00,RTO,2022/08/20 07:00:00+00,2Y,RED,M,PHONE
31428,A646522,,DOG,,STRAY,CODY CT. AND CODY WAY,2022/08/08 07:00:00+00,,2022/08/19 07:00:00+00,,UNKNOWN,F,
31429,A646523,,DOG,,STRAY,CODY CT. AND CODY WAY,2022/08/08 07:00:00+00,,2022/08/19 07:00:00+00,,UNKNOWN,F,
31430,A646525,BOONE,DOG,A22-489168,STRAY,POTOMAC AVE & NORTHGATE BLVD,2022/08/19 07:00:00+00,ADOPTION,2022/09/03 07:00:00+00,2Y,BLACK,N,NORMAL
31431,A646526,,DOG,,STRAY,9TH & J ST.,2022/08/18 07:00:00+00,,2022/08/19 07:00:00+00,,BLACK,M,
31432,A646527,WILLOW,DOG,,STRAY,ROBINRIDGE WAY & CASIANO CT,2022/08/19 07:00:00+00,FOSTER,2022/08/22 07:00:00+00,5M,TAN,S,SPACE
31433,A646527,WILLOW,DOG,,FOSTER,,2022/09/04 07:00:00+00,ADOPTION,2022/09/04 07:00:00+00,5M,TAN,S,NORMAL
31434,A646527,WILLOW,DOG,,FOSTER,,2022/09/02 07:00:00+00,FOSTER,2022/09/03 07:00:00+00,5M,TAN,S,SPACE
31435,A646528,,CAT,,STRAY,NATOMAS BLVD & NEW MARKET DR,2022/08/19 07:00:00+00,EUTH,2022/08/29 07:00:00+00,5Y,CALICO (DILUTE),F,MD/UNTREAT
31436,A646529,,CAT,A22-488751,STRAY,19TH AVE AT 23RD ST,2022/08/19 07:00:00+00,RTF,2022/08/28 07:00:00+00,5M,BRN TABBY,N,FERAL
31437,A646530,,CAT,A22-488751,STRAY,19TH AVE AT 23RD ST,2022/08/19 07:00:00+00,RTF,2022/08/28 07:00:00+00,5M,BRN TABBY,S,FERAL
31438,A646531,,CAT,A22-488751,STRAY,19TH AVE AT 23RD ST,2022/08/19 07:00:00+00,RTF,2022/08/28 07:00:00+00,5M,GRAY,N,FERAL
31439,A646532,,CAT,,STRAY,FIREHOUSE ALY & COMMONWEALTH ALY,2022/08/19 07:00:00+00,EUTH,2022/08/24 07:00:00+00,2Y,BLACK,N,MD/UNTREAT
31440,A646538,POSEY,DOG,,STRAY,21ST AVE AT 65TH STREET EXPY,2022/08/19 07:00:00+00,,2022/08/19 07:00:00+00,2Y,BR BRINDLE,N,AT ACC
31441,A646538,POSEY,DOG,,STRAY,21ST AVE & 65TH STREET EXPY,2022/08/19 07:00:00+00,ADOPTION,2022/08/28 07:00:00+00,2Y,BR BRINDLE,N,NORMAL
